Species	Symbol	Ensembl	Family	Protein	Entrez ID
Rattus_norvegicus	Ehf	ENSRNOG00000007484	ETS	ENSRNOP00000010580;	295965
Rattus_norvegicus	Rarb	ENSRNOG00000024061	THR-like	ENSRNOP00000036692;	24706
Rattus_norvegicus	Zfp3	ENSRNOG00000005009	zf-C2H2	ENSRNOP00000006641;	497944
Rattus_norvegicus	Zfp652	ENSRNOG00000017001	zf-C2H2	ENSRNOP00000052376;	497984
Rattus_norvegicus	Zfp82	ENSRNOG00000053115	zf-C2H2	ENSRNOP00000068565;	100910231
Rattus_norvegicus	Zfp128	ENSRNOG00000031459	zf-C2H2	ENSRNOP00000006118;	-
Rattus_norvegicus	Egr4	ENSRNOG00000015719	zf-C2H2	ENSRNOP00000021097;	25129
Rattus_norvegicus	Klf10	ENSRNOG00000006118	zf-C2H2	ENSRNOP00000008350;ENSRNOP00000070160;	81813
Rattus_norvegicus	Dlx2	ENSRNOG00000001519	Homeobox	ENSRNOP00000002076;	296499
Rattus_norvegicus	Zfp41	ENSRNOG00000007489	zf-C2H2	ENSRNOP00000009823;ENSRNOP00000068439;	100910508
Rattus_norvegicus	Mlx	ENSRNOG00000019983	bHLH	ENSRNOP00000027116;	360631
Rattus_norvegicus	Tef	ENSRNOG00000019383	TF_bZIP	ENSRNOP00000026258;ENSRNOP00000072259;	29362
Rattus_norvegicus	Foxl1	ENSRNOG00000047125	Fork_head	ENSRNOP00000064989;	687553
Rattus_norvegicus	Scrt1	ENSRNOG00000025594	zf-C2H2	ENSRNOP00000030637;	366951
Rattus_norvegicus	Ctcf	ENSRNOG00000017674	zf-C2H2	ENSRNOP00000023851;	83726
Rattus_norvegicus	Zfp513	ENSRNOG00000005298	zf-C2H2	ENSRNOP00000040002;	313913
Rattus_norvegicus	Nr4a1	ENSRNOG00000007607	NGFIB-like	ENSRNOP00000010171;	79240
Rattus_norvegicus	Zzz3	ENSRNOG00000050321	MYB	ENSRNOP00000066308;ENSRNOP00000071216;	310958
Rattus_norvegicus	Tox4	ENSRNOG00000012844	HMG	ENSRNOP00000017476;ENSRNOP00000073768;	286990
Rattus_norvegicus	LOC102548695	ENSRNOG00000055608	zf-C2H2	ENSRNOP00000069795;	102548695
Rattus_norvegicus	Thap12	ENSRNOG00000053923	THAP	ENSRNOP00000074752;	308845
Rattus_norvegicus	Dbx2	ENSRNOG00000006885	Homeobox	ENSRNOP00000009143;	541457
Rattus_norvegicus	Zfp263	ENSRNOG00000007678	zf-C2H2	ENSRNOP00000010442;	287076
Rattus_norvegicus	LOC100363372	ENSRNOG00000057227	zf-C2H2	ENSRNOP00000070572;	100363372
Rattus_norvegicus	AC123471.1	ENSRNOG00000018377	HMG	ENSRNOP00000075478;	-
Rattus_norvegicus	Lbx1	ENSRNOG00000025520	Homeobox	ENSRNOP00000021747;	499362
Rattus_norvegicus	Prdm2	ENSRNOG00000033522	zf-C2H2	ENSRNOP00000046011;ENSRNOP00000072686;	313678
Rattus_norvegicus	Zfp335	ENSRNOG00000017290	zf-C2H2	ENSRNOP00000023523;	259270
Rattus_norvegicus	Rarg	ENSRNOG00000012499	THR-like	ENSRNOP00000017096;ENSRNOP00000016801;	685072
Rattus_norvegicus	Zbtb46	ENSRNOG00000014592	ZBTB	ENSRNOP00000020168;ENSRNOP00000020168;ENSRNOP00000070297;	311718
Rattus_norvegicus	Zfp786	ENSRNOG00000006925	zf-C2H2	ENSRNOP00000034937;	100158223
Rattus_norvegicus	LOC100911668	ENSRNOG00000057650	Homeobox	ENSRNOP00000070066;ENSRNOP00000037877;	103692129
Rattus_norvegicus	Fezf2	ENSRNOG00000009206	zf-C2H2	ENSRNOP00000012452;	305719
Rattus_norvegicus	Nkx2-2	ENSRNOG00000012728	Homeobox	ENSRNOP00000017364;	366214
Rattus_norvegicus	AC118165.1	ENSRNOG00000032625	zf-C2H2	ENSRNOP00000068886;ENSRNOP00000026088;	-
Rattus_norvegicus	Nr2c2	ENSRNOG00000010536	RXR-like	ENSRNOP00000014354;	50659
Rattus_norvegicus	Zfpm1	ENSRNOG00000043077	zf-C2H2	ENSRNOP00000061082;	691504
Rattus_norvegicus	Nr5a1	ENSRNOG00000012682	SF-like	ENSRNOP00000017651;	83826
Rattus_norvegicus	Rhox3	ENSRNOG00000053351	Homeobox	ENSRNOP00000073620;	100190895
Rattus_norvegicus	Hmgb3	ENSRNOG00000050910	HMG	ENSRNOP00000066102;ENSRNOP00000069465;ENSRNOP00000070959;	305373
Rattus_norvegicus	Ssrp1	ENSRNOG00000008825	HMG	ENSRNOP00000073084;ENSRNOP00000012022;	81785
Rattus_norvegicus	Rel	ENSRNOG00000054437	RHD	ENSRNOP00000072332;	305584
Rattus_norvegicus	Snai2	ENSRNOG00000047699	zf-C2H2	ENSRNOP00000064195;	25554
Rattus_norvegicus	Hsf1	ENSRNOG00000021732	HSF	ENSRNOP00000047030;	79245
Rattus_norvegicus	Meis2	ENSRNOG00000004730	Homeobox	ENSRNOP00000068546;ENSRNOP00000047254;	311311
Rattus_norvegicus	Hes3	ENSRNOG00000010893	bHLH	ENSRNOP00000014535;	64628
Rattus_norvegicus	Dmrta1	ENSRNOG00000024093	DM	ENSRNOP00000032876;	313352
Rattus_norvegicus	Rbpj	ENSRNOG00000046327	CSL	ENSRNOP00000065485;	679028
Rattus_norvegicus	Zfp423	ENSRNOG00000014658	zf-C2H2	ENSRNOP00000020028;	94188
Rattus_norvegicus	Crebzf	ENSRNOG00000018987	TF_bZIP	ENSRNOP00000025653;	293112
Rattus_norvegicus	Evx1	ENSRNOG00000053106	Homeobox	ENSRNOP00000071029;	103690342
Rattus_norvegicus	AABR07002896.1	ENSRNOG00000047627	zf-C2H2	ENSRNOP00000037725;ENSRNOP00000066275;	-
Rattus_norvegicus	Bnc1	ENSRNOG00000019770	zf-C2H2	ENSRNOP00000062098;	365299
Rattus_norvegicus	Zfp219	ENSRNOG00000011544	zf-C2H2	ENSRNOP00000015418;	305848
Rattus_norvegicus	Pitx3	ENSRNOG00000019194	Homeobox	ENSRNOP00000026013;	29609
Rattus_norvegicus	Rsl1	ENSRNOG00000057159	zf-C2H2	ENSRNOP00000072544;	685925
Rattus_norvegicus	Nfx1	ENSRNOG00000009015	zf-NF-X1	ENSRNOP00000057422;ENSRNOP00000057423;	313166
Rattus_norvegicus	Foxe1	ENSRNOG00000023497	Fork_head	ENSRNOP00000012637;	192274
Rattus_norvegicus	Baz2a	ENSRNOG00000053881	MBD	ENSRNOP00000071731;	304601
Rattus_norvegicus	Rfx5	ENSRNOG00000021012	RFX	ENSRNOP00000060480;	310659
Rattus_norvegicus	Zbtb18	ENSRNOG00000004423	ZBTB	ENSRNOP00000005849;ENSRNOP00000005849;	64619
Rattus_norvegicus	Ikzf4	ENSRNOG00000005535	zf-C2H2	ENSRNOP00000019738;	100361923
Rattus_norvegicus	Sp1	ENSRNOG00000014084	zf-C2H2	ENSRNOP00000019403;	24790
Rattus_norvegicus	Sox5	ENSRNOG00000027869	HMG	ENSRNOP00000073853;ENSRNOP00000052404;ENSRNOP00000020729;	140587
Rattus_norvegicus	Tcf7l2	ENSRNOG00000049232	HMG	ENSRNOP00000019681;	-
Rattus_norvegicus	Hivep3	ENSRNOG00000009341	zf-C2H2	ENSRNOP00000074689;ENSRNOP00000063717;	313557
Rattus_norvegicus	Zfp800	ENSRNOG00000007662	zf-C2H2	ENSRNOP00000070530;ENSRNOP00000010223;	500057
Rattus_norvegicus	Nfyc	ENSRNOG00000010735	NF-YC	ENSRNOP00000072354;ENSRNOP00000053489;	25337
Rattus_norvegicus	LOC100912262	ENSRNOG00000050193	GTF2I	ENSRNOP00000002006;ENSRNOP00000073591;	100912262
Rattus_norvegicus	Irx5	ENSRNOG00000011180	Homeobox	ENSRNOP00000072299;ENSRNOP00000015272;	498918
Rattus_norvegicus	AABR07001923.1	ENSRNOG00000047884	zf-C2H2	ENSRNOP00000066685;	-
Rattus_norvegicus	Mef2b	ENSRNOG00000020400	SRF	ENSRNOP00000027661;	498607
Rattus_norvegicus	AABR07041586.2	ENSRNOG00000052769	HMG	ENSRNOP00000069878;	-
Rattus_norvegicus	Elk1	ENSRNOG00000010171	ETS	ENSRNOP00000013522;	314436
Rattus_norvegicus	Erf	ENSRNOG00000020426	ETS	ENSRNOP00000027684;	292721
Rattus_norvegicus	Sebox	ENSRNOG00000009979	Homeobox	ENSRNOP00000013296;	58922
Rattus_norvegicus	Nr0b1	ENSRNOG00000003765	Miscellaneous	ENSRNOP00000005023;	58850
Rattus_norvegicus	Evx1	ENSRNOG00000046734	Homeobox	ENSRNOP00000063934;	108348126
Rattus_norvegicus	Bhlhe23	ENSRNOG00000010312	bHLH	ENSRNOP00000013690;	499952
Rattus_norvegicus	Tgif2	ENSRNOG00000042374	Homeobox	ENSRNOP00000059063;	499929
Rattus_norvegicus	AC128967.2	ENSRNOG00000033956	zf-C2H2	ENSRNOP00000046100;	-
Rattus_norvegicus	Wiz	ENSRNOG00000006217	zf-C2H2	ENSRNOP00000008303;	314598
Rattus_norvegicus	Pknox1	ENSRNOG00000001184	Homeobox	ENSRNOP00000001566;	294322
Rattus_norvegicus	Snai1	ENSRNOG00000009594	zf-C2H2	ENSRNOP00000012939;ENSRNOP00000071187;	116490
Rattus_norvegicus	L3mbtl3	ENSRNOG00000011720	zf-C2HC	ENSRNOP00000058121;	309550
Rattus_norvegicus	Tshz3	ENSRNOG00000013938	zf-C2H2	ENSRNOP00000018931;	308523
Rattus_norvegicus	Zbtb26	ENSRNOG00000009346	ZBTB	ENSRNOP00000012433;ENSRNOP00000012433;	311910
Rattus_norvegicus	Zfp438	ENSRNOG00000028329	zf-C2H2	ENSRNOP00000033287;ENSRNOP00000068915;	307024
Rattus_norvegicus	Tead2	ENSRNOG00000020695	TEA	ENSRNOP00000072360;ENSRNOP00000028086;	308582
Rattus_norvegicus	Rlf	ENSRNOG00000027921	zf-C2H2	ENSRNOP00000039640;	313566
Rattus_norvegicus	Zfp386	ENSRNOG00000004268	zf-C2H2	ENSRNOP00000070717;ENSRNOP00000005648;	25165
Rattus_norvegicus	Zscan25	ENSRNOG00000042213	zf-C2H2	ENSRNOP00000068199;ENSRNOP00000038864;ENSRNOP00000067930;	363872
Rattus_norvegicus	Foxp1	ENSRNOG00000009184	Fork_head	ENSRNOP00000013271;	297480
Rattus_norvegicus	Foxa2	ENSRNOG00000013133	Fork_head	ENSRNOP00000017742;	25099
Rattus_norvegicus	Tfdp1	ENSRNOG00000019222	E2F	ENSRNOP00000026150;ENSRNOP00000070337;	361178
Rattus_norvegicus	Zfp787	ENSRNOG00000015456	zf-C2H2	ENSRNOP00000075452;ENSRNOP00000055847;	365176
Rattus_norvegicus	Bhlha9	ENSRNOG00000022232	bHLH	ENSRNOP00000037513;	363656
Rattus_norvegicus	Zmiz1	ENSRNOG00000010488	zf-MIZ	ENSRNOP00000014003;	361103
Rattus_norvegicus	Cdip1	ENSRNOG00000003328	zf-LITAF-like	ENSRNOP00000004999;	360480
Rattus_norvegicus	Pou3f2	ENSRNOG00000006908	Pou	ENSRNOP00000009043;	29588
Rattus_norvegicus	Zfp157	ENSRNOG00000001323	zf-C2H2	ENSRNOP00000036664;	360775
Rattus_norvegicus	Irx2	ENSRNOG00000012742	Homeobox	ENSRNOP00000017019;	306657
Rattus_norvegicus	Zbtb48	ENSRNOG00000009595	ZBTB	ENSRNOP00000012745;ENSRNOP00000012745;	362668
Rattus_norvegicus	Sp9	ENSRNOG00000028187	zf-C2H2	ENSRNOP00000035929;	366078
Rattus_norvegicus	Nkx1-1	ENSRNOG00000005113	Homeobox	ENSRNOP00000064746;	298981
Rattus_norvegicus	Patz1	ENSRNOG00000018709	ZBTB	ENSRNOP00000025378;ENSRNOP00000025378;ENSRNOP00000072870;ENSRNOP00000073870;ENSRNOP00000072370;	305471
Rattus_norvegicus	Vsx2	ENSRNOG00000011918	Homeobox	ENSRNOP00000015889;	171360
Rattus_norvegicus	Stat1	ENSRNOG00000014079	STAT	ENSRNOP00000070268;ENSRNOP00000070183;ENSRNOP00000019465;ENSRNOP00000020032;	367264
Rattus_norvegicus	Sox10	ENSRNOG00000011305	HMG	ENSRNOP00000015283;	29361
Rattus_norvegicus	LOC108348320	ENSRNOG00000006281	Homeobox	ENSRNOP00000008447;	103690130
Rattus_norvegicus	Zfp663	ENSRNOG00000031478	zf-C2H2	ENSRNOP00000051369;	100362089
Rattus_norvegicus	LOC108348145	ENSRNOG00000050497	zf-C2H2	ENSRNOP00000061525;	315101
Rattus_norvegicus	Peg3	ENSRNOG00000014791	zf-C2H2	ENSRNOP00000045075;	103691034
Rattus_norvegicus	E2f3	ENSRNOG00000029273	E2F	ENSRNOP00000040345;ENSRNOP00000068682;ENSRNOP00000071597;	291105
Rattus_norvegicus	Tshz1	ENSRNOG00000016246	zf-C2H2	ENSRNOP00000055055;	-
Rattus_norvegicus	Zfp248	ENSRNOG00000037251	zf-C2H2	ENSRNOP00000068238;ENSRNOP00000008763;ENSRNOP00000068443;	100158232
Rattus_norvegicus	Sp7	ENSRNOG00000014082	zf-C2H2	ENSRNOP00000074457;ENSRNOP00000018828;	300260
Rattus_norvegicus	Nfia	ENSRNOG00000006966	CTF/NFI	ENSRNOP00000004017;ENSRNOP00000069038;ENSRNOP00000073066;ENSRNOP00000073444;	25492
Rattus_norvegicus	Tfcp2	ENSRNOG00000032395	CP2	ENSRNOP00000068740;ENSRNOP00000037251;	315309
Rattus_norvegicus	Zfp600	ENSRNOG00000051867	zf-C2H2	ENSRNOP00000069321;	690559
Rattus_norvegicus	Zfp458	ENSRNOG00000017986	zf-C2H2	ENSRNOP00000038258;	499563
Rattus_norvegicus	Tub	ENSRNOG00000046566	Tub	ENSRNOP00000064486;	25609
Rattus_norvegicus	E2f5	ENSRNOG00000010760	E2F	ENSRNOP00000044464;	116651
Rattus_norvegicus	Obox2	ENSRNOG00000032891	Homeobox	ENSRNOP00000043870;	292574
Rattus_norvegicus	Gtf2ird1	ENSRNOG00000001478	GTF2I	ENSRNOP00000002010;ENSRNOP00000069637;ENSRNOP00000075217;	246770
Rattus_norvegicus	AABR07039806.1	ENSRNOG00000004869	DACH	ENSRNOP00000006907;ENSRNOP00000067489;	-
Rattus_norvegicus	Tcf23	ENSRNOG00000025736	bHLH	ENSRNOP00000009090;	688600
Rattus_norvegicus	Onecut1	ENSRNOG00000008095	CUT	ENSRNOP00000038480;	25231
Rattus_norvegicus	Olig1	ENSRNOG00000028648	bHLH	ENSRNOP00000002827;	60394
Rattus_norvegicus	Zfp329	ENSRNOG00000019376	zf-C2H2	ENSRNOP00000026204;	308361
Rattus_norvegicus	Zfp444	ENSRNOG00000015517	zf-C2H2	ENSRNOP00000020787;ENSRNOP00000068897;	292569
Rattus_norvegicus	Bcl6b	ENSRNOG00000059956	ZBTB	ENSRNOP00000071137;ENSRNOP00000071137;	360551
Rattus_norvegicus	Zfp407	ENSRNOG00000043357	zf-C2H2	ENSRNOP00000063687;	307213
Rattus_norvegicus	Nfatc3	ENSRNOG00000054264	RHD	ENSRNOP00000069756;ENSRNOP00000068890;	361400
Rattus_norvegicus	Gatad2a	ENSRNOG00000022173	zf-GATA	ENSRNOP00000027943;	290669
Rattus_norvegicus	LOC102555635	ENSRNOG00000023431	zf-C2H2	ENSRNOP00000057724;	102555635
Rattus_norvegicus	Dmrta2	ENSRNOG00000008105	DM	ENSRNOP00000059247;	-
Rattus_norvegicus	Zbtb25	ENSRNOG00000006441	ZBTB	ENSRNOP00000072081;ENSRNOP00000008424;	314245
Rattus_norvegicus	Ncoa1	ENSRNOG00000004068	bHLH	ENSRNOP00000071037;ENSRNOP00000061906;	313929
Rattus_norvegicus	LOC500584	ENSRNOG00000054488	zf-C2H2	ENSRNOP00000070426;	500584
Rattus_norvegicus	Creb3	ENSRNOG00000016452	TF_bZIP	ENSRNOP00000072482;	298400
Rattus_norvegicus	Spic	ENSRNOG00000005720	ETS	ENSRNOP00000059180;	314711
Rattus_norvegicus	Neurod1	ENSRNOG00000005609	bHLH	ENSRNOP00000007662;	29458
Rattus_norvegicus	Rfx1	ENSRNOG00000006049	RFX	ENSRNOP00000008104;	288906
Rattus_norvegicus	Rfx3	ENSRNOG00000014486	RFX	ENSRNOP00000023762;ENSRNOP00000070787;	361746
Rattus_norvegicus	Wdhd1	ENSRNOG00000011167	HMG	ENSRNOP00000015100;	305827
Rattus_norvegicus	Zfp709l1	ENSRNOG00000048910	zf-C2H2	ENSRNOP00000051405;	690419
Rattus_norvegicus	Zfp773-ps1	ENSRNOG00000047061	zf-C2H2	ENSRNOP00000065964;	502292
Rattus_norvegicus	Insm2	ENSRNOG00000007754	zf-C2H2	ENSRNOP00000010188;	314131
Rattus_norvegicus	LOC108348215	ENSRNOG00000058436	zf-C2H2	ENSRNOP00000070152;	108348215
Rattus_norvegicus	Rab24	ENSRNOG00000016539	bHLH	ENSRNOP00000021946;	361208
Rattus_norvegicus	Zbtb22	ENSRNOG00000000476	ZBTB	ENSRNOP00000000558;ENSRNOP00000000558;	309630
Rattus_norvegicus	Mafb	ENSRNOG00000016037	TF_bZIP	ENSRNOP00000021452;	54264
Rattus_norvegicus	Tsc22d1	ENSRNOG00000001030	TSC22	ENSRNOP00000001360;ENSRNOP00000055007;	498545
Rattus_norvegicus	Nr1h3	ENSRNOG00000013172	THR-like	ENSRNOP00000018154;	58852
Rattus_norvegicus	Etv6	ENSRNOG00000005984	ETS	ENSRNOP00000007889;	312777
Rattus_norvegicus	Stat6	ENSRNOG00000025023	STAT	ENSRNOP00000072301;ENSRNOP00000034983;	362896
Rattus_norvegicus	Zfp51	ENSRNOG00000043341	zf-C2H2	ENSRNOP00000030498;	499056
Rattus_norvegicus	Zbtb7a	ENSRNOG00000020161	ZBTB	ENSRNOP00000073998;ENSRNOP00000073998;ENSRNOP00000027323;ENSRNOP00000027323;	117107
Rattus_norvegicus	AABR07025074.1	ENSRNOG00000032550	HMG	ENSRNOP00000041486;	-
Rattus_norvegicus	Hoxb9	ENSRNOG00000007573	Homeobox	ENSRNOP00000009951;	287647
Rattus_norvegicus	NEWGENE_1587253	ENSRNOG00000049858	Homeobox	ENSRNOP00000065479;	103692126
Rattus_norvegicus	Elf1	ENSRNOG00000011762	ETS	ENSRNOP00000060815;ENSRNOP00000072421;ENSRNOP00000070086;	85424
Rattus_norvegicus	AABR07068728.1	ENSRNOG00000025273	zf-C2HC	ENSRNOP00000033062;	-
Rattus_norvegicus	Foxn4	ENSRNOG00000000691	Fork_head	ENSRNOP00000061358;	288736
Rattus_norvegicus	Barhl2	ENSRNOG00000002117	Homeobox	ENSRNOP00000002887;	65050
Rattus_norvegicus	Jdp2	ENSRNOG00000008224	TF_bZIP	ENSRNOP00000011339;	116674
Rattus_norvegicus	Pbx1	ENSRNOG00000004693	Homeobox	ENSRNOP00000027996;ENSRNOP00000039416;	-
Rattus_norvegicus	Osr2	ENSRNOG00000011136	zf-C2H2	ENSRNOP00000014879;	315039
Rattus_norvegicus	Thap7	ENSRNOG00000037967	THAP	ENSRNOP00000054562;	287944
Rattus_norvegicus	Zfp286a	ENSRNOG00000003218	zf-C2H2	ENSRNOP00000004294;ENSRNOP00000073515;	497923
Rattus_norvegicus	Rhox2	ENSRNOG00000040013	Homeobox	ENSRNOP00000074495;ENSRNOP00000028981;	363439
Rattus_norvegicus	Zfp24	ENSRNOG00000016562	zf-C2H2	ENSRNOP00000022304;	360204
Rattus_norvegicus	Gcfc2	ENSRNOG00000006888	GCFC	ENSRNOP00000009104;	312474
Rattus_norvegicus	Onecut2	ENSRNOG00000052665	CUT	ENSRNOP00000072120;ENSRNOP00000075225;	-
Rattus_norvegicus	Irx4	ENSRNOG00000012720	Homeobox	ENSRNOP00000016975;	306655
Rattus_norvegicus	Tbx6	ENSRNOG00000019771	T-box	ENSRNOP00000060687;	365371
Rattus_norvegicus	AABR07060585.1	ENSRNOG00000006466	Homeobox	ENSRNOP00000008523;	-
Rattus_norvegicus	Prox1	ENSRNOG00000003694	HPD	ENSRNOP00000004905;	305066
Rattus_norvegicus	AC129395.1	ENSRNOG00000055413	zf-LITAF-like	ENSRNOP00000070396;	-
Rattus_norvegicus	Pias3	ENSRNOG00000021218	zf-MIZ	ENSRNOP00000068665;ENSRNOP00000028814;	83614
Rattus_norvegicus	AABR07003616.1	ENSRNOG00000038697	zf-C2H2	ENSRNOP00000037782;	-
Rattus_norvegicus	Zfp574	ENSRNOG00000055761	zf-C2H2	ENSRNOP00000070796;	308434
Rattus_norvegicus	Thap4	ENSRNOG00000018351	THAP	ENSRNOP00000024794;	363291
Rattus_norvegicus	Smad6	ENSRNOG00000009173	MH1	ENSRNOP00000012155;	367100
Rattus_norvegicus	Zfp382	ENSRNOG00000020777	zf-C2H2	ENSRNOP00000069192;ENSRNOP00000070772;ENSRNOP00000028187;	246264
Rattus_norvegicus	Nhlh2	ENSRNOG00000054375	bHLH	ENSRNOP00000071130;	295327
Rattus_norvegicus	Hoxc9	ENSRNOG00000016199	Homeobox	ENSRNOP00000021910;	368178
Rattus_norvegicus	Pbx4	ENSRNOG00000010736	Homeobox	ENSRNOP00000014265;	361131
Rattus_norvegicus	Hey2	ENSRNOG00000013364	bHLH	ENSRNOP00000018718;	155430
Rattus_norvegicus	Arid1b	ENSRNOG00000017030	ARID	ENSRNOP00000069438;ENSRNOP00000022939;ENSRNOP00000076073;	282546
Rattus_norvegicus	Mael	ENSRNOG00000003790	HMG	ENSRNOP00000005060;	364039
Rattus_norvegicus	Carhsp1	ENSRNOG00000002610	CSD	ENSRNOP00000003514;	260416
Rattus_norvegicus	Atf6b	ENSRNOG00000000431	TF_bZIP	ENSRNOP00000000492;	406169
Rattus_norvegicus	Zfp871	ENSRNOG00000004947	zf-C2H2	ENSRNOP00000006697;	-
Rattus_norvegicus	Pou1f1	ENSRNOG00000000715	Pou	ENSRNOP00000000905;	25517
Rattus_norvegicus	Zic3	ENSRNOG00000000861	zf-C2H2	ENSRNOP00000067915;ENSRNOP00000068130;	367944
Rattus_norvegicus	Znf48	ENSRNOG00000017837	zf-C2H2	ENSRNOP00000023995;	103690203
Rattus_norvegicus	Zkscan7	ENSRNOG00000004104	zf-C2H2	ENSRNOP00000051121;	363170
Rattus_norvegicus	Nhlh1	ENSRNOG00000005166	bHLH	ENSRNOP00000006862;	289230
Rattus_norvegicus	Zfp772	ENSRNOG00000015598	zf-C2H2	ENSRNOP00000075325;ENSRNOP00000031196;	308318
Rattus_norvegicus	LOC102556967	ENSRNOG00000033729	zf-C2H2	ENSRNOP00000024645;	102556967
Rattus_norvegicus	Smarce1	ENSRNOG00000010676	HMG	ENSRNOP00000014230;	303518
Rattus_norvegicus	Arid3b	ENSRNOG00000019677	ARID	ENSRNOP00000062477;	367092
Rattus_norvegicus	Zfp111	ENSRNOG00000024376	zf-C2H2	ENSRNOP00000046964;	170849
Rattus_norvegicus	Sox14	ENSRNOG00000022084	HMG	ENSRNOP00000063999;	300954
Rattus_norvegicus	Foxk1	ENSRNOG00000001104	Fork_head	ENSRNOP00000001466;	304298
Rattus_norvegicus	Zfp672	ENSRNOG00000002713	zf-C2H2	ENSRNOP00000003639;	303165
Rattus_norvegicus	AABR07002351.2	ENSRNOG00000060136	Homeobox	ENSRNOP00000074798;	-
Rattus_norvegicus	Creb5	ENSRNOG00000008622	TF_bZIP	ENSRNOP00000036595;ENSRNOP00000073400;	500131
Rattus_norvegicus	Zfp618	ENSRNOG00000006719	zf-C2H2	ENSRNOP00000036840;	313253
Rattus_norvegicus	Deaf1	ENSRNOG00000017960	SAND	ENSRNOP00000046656;	83632
Rattus_norvegicus	Fiz1	ENSRNOG00000016574	zf-C2H2	ENSRNOP00000022236;	292584
Rattus_norvegicus	Zfp35	ENSRNOG00000049137	zf-C2H2	ENSRNOP00000067944;ENSRNOP00000071577;	-
Rattus_norvegicus	Tulp2	ENSRNOG00000020927	Tub	ENSRNOP00000072107;ENSRNOP00000062682;	361576
Rattus_norvegicus	Foxf1	ENSRNOG00000049906	Fork_head	ENSRNOP00000065868;	687536
Rattus_norvegicus	Egr2	ENSRNOG00000000640	zf-C2H2	ENSRNOP00000000792;	114090
Rattus_norvegicus	Mtf1	ENSRNOG00000050240	zf-C2H2	ENSRNOP00000067792;	100909856
Rattus_norvegicus	Zfp667	ENSRNOG00000033906	zf-C2H2	ENSRNOP00000061115;	308326
Rattus_norvegicus	Ybx1-ps3	ENSRNOG00000032902	CSD	ENSRNOP00000048698;	29206
Rattus_norvegicus	Zfp644	ENSRNOG00000002112	zf-C2H2	ENSRNOP00000002882;	305127
Rattus_norvegicus	Dzip1	ENSRNOG00000010311	zf-C2H2	ENSRNOP00000076203;ENSRNOP00000038595;	364475
Rattus_norvegicus	Stat2	ENSRNOG00000031081	STAT	ENSRNOP00000075125;ENSRNOP00000046028;	288774
Rattus_norvegicus	Mycl	ENSRNOG00000014259	bHLH	ENSRNOP00000019101;	298506
Rattus_norvegicus	Jun	ENSRNOG00000026293	TF_bZIP	ENSRNOP00000011732;	24516
Rattus_norvegicus	Bhlhe22	ENSRNOG00000021745	bHLH	ENSRNOP00000038593;	365748
Rattus_norvegicus	Ppara	ENSRNOG00000021463	THR-like	ENSRNOP00000074329;ENSRNOP00000038651;	25747
Rattus_norvegicus	Myog	ENSRNOG00000030743	bHLH	ENSRNOP00000073308;ENSRNOP00000039817;	29148
Rattus_norvegicus	Tal2	ENSRNOG00000028082	bHLH	ENSRNOP00000032782;	685229
Rattus_norvegicus	RGD1564236	ENSRNOG00000029702	Homeobox	ENSRNOP00000051380;	-
Rattus_norvegicus	AABR07008242.1	ENSRNOG00000046657	P53	ENSRNOP00000064177;	-
Rattus_norvegicus	Foxo3	ENSRNOG00000000299	Fork_head	ENSRNOP00000068195;ENSRNOP00000000327;	294515
Rattus_norvegicus	Mkx	ENSRNOG00000018938	Homeobox	ENSRNOP00000025623;	291228
Rattus_norvegicus	AABR07027925.2	ENSRNOG00000030925	Homeobox	ENSRNOP00000067474;	-
Rattus_norvegicus	Thrb	ENSRNOG00000006649	THR-like	ENSRNOP00000073083;ENSRNOP00000008989;ENSRNOP00000008752;ENSRNOP00000058119;	24831
Rattus_norvegicus	Ahrr	ENSRNOG00000014721	bHLH	ENSRNOP00000019806;	498999
Rattus_norvegicus	Zscan10	ENSRNOG00000021782	zf-C2H2	ENSRNOP00000031357;	302962
Rattus_norvegicus	Tbx19	ENSRNOG00000002979	T-box	ENSRNOP00000062131;	304935
Rattus_norvegicus	Zfp131	ENSRNOG00000015925	ZBTB	ENSRNOP00000070103;ENSRNOP00000070103;ENSRNOP00000021608;ENSRNOP00000021608;	310375
Rattus_norvegicus	Hoxb2	ENSRNOG00000008365	Homeobox	ENSRNOP00000011213;	100361765
Rattus_norvegicus	AC126572.3	ENSRNOG00000030579	zf-C2H2	ENSRNOP00000066662;	-
Rattus_norvegicus	Nfkb1	ENSRNOG00000023258	RHD	ENSRNOP00000028944;	81736
Rattus_norvegicus	Ybx2	ENSRNOG00000017117	CSD	ENSRNOP00000023003;	303250
Rattus_norvegicus	Zfp617	ENSRNOG00000049856	zf-C2H2	ENSRNOP00000065436;	100361660
Rattus_norvegicus	Bcl11a	ENSRNOG00000007049	zf-C2H2	ENSRNOP00000009421;	305589
Rattus_norvegicus	Relb	ENSRNOG00000033235	RHD	ENSRNOP00000046846;ENSRNOP00000059203;ENSRNOP00000054614;ENSRNOP00000040300;	100360982
Rattus_norvegicus	Dmrt1	ENSRNOG00000016075	DM	ENSRNOP00000021779;ENSRNOP00000074131;	114498
Rattus_norvegicus	Gatad1	ENSRNOG00000008613	zf-GATA	ENSRNOP00000060484;	500005
Rattus_norvegicus	Zfp296	ENSRNOG00000049605	zf-C2H2	ENSRNOP00000064037;	365511
