#Gene_ID	Gene_symbol	description
ENSRNOG00000049415	AABR07055413.1	--
ENSRNOG00000050108	LOC100911319	zinc finger protein 36%2C C3H1 type-like 2-like [Source:RGD Symbol%3BAcc:6493373]
ENSRNOG00000002597	Hsd17b6	hydroxysteroid (17-beta) dehydrogenase 6 [Source:RGD Symbol%3BAcc:708343]
ENSRNOG00000031993	Prim1	primase%2C DNA%2C polypeptide 1 [Source:RGD Symbol%3BAcc:621380]
ENSRNOG00000002632	Naca	nascent polypeptide-associated complex alpha subunit [Source:RGD Symbol%3BAcc:1308642]
ENSRNOG00000002642	Ptges3	prostaglandin E synthase 3 [Source:RGD Symbol%3BAcc:1561913]
ENSRNOG00000002840	Atp5b	ATP synthase%2C H+ transporting%2C mitochondrial F1 complex%2C beta polypeptide [Source:RGD Symbol%3BAcc:621368]
ENSRNOG00000058093	AABR07055423.2	--
ENSRNOG00000057249	AABR07055423.1	--
ENSRNOG00000053881	Baz2a	bromodomain adjacent to zinc finger domain%2C 2A [Source:RGD Symbol%3BAcc:1305037]
ENSRNOG00000003076	Rbms2	RNA binding motif%2C single stranded interacting protein 2 [Source:RGD Symbol%3BAcc:1304813]
ENSRNOG00000031612	Gls2	glutaminase 2 [Source:RGD Symbol%3BAcc:620359]
ENSRNOG00000003127	Spryd4	SPRY domain containing 4 [Source:RGD Symbol%3BAcc:1306649]
ENSRNOG00000003132	Mip	major intrinsic protein of lens fiber [Source:RGD Symbol%3BAcc:3090]
ENSRNOG00000031916	Timeless	timeless circadian clock [Source:RGD Symbol%3BAcc:620939]
ENSRNOG00000059498	AC109891.1	--
ENSRNOG00000033466	Apon	apolipoprotein N [Source:RGD Symbol%3BAcc:1311384]
ENSRNOG00000061821	AC109891.2	--
ENSRNOG00000033619	Apof	apolipoprotein F [Source:RGD Symbol%3BAcc:1560713]
ENSRNOG00000031081	Stat2	signal transducer and activator of transcription 2 [Source:RGD Symbol%3BAcc:1311649]
ENSRNOG00000003254	Il23a	interleukin 23 subunit alpha [Source:RGD Symbol%3BAcc:620873]
ENSRNOG00000032441	Pan2	PAN2 poly(A) specific ribonuclease subunit [Source:RGD Symbol%3BAcc:1303301]
ENSRNOG00000003549	Cnpy2	canopy FGF signaling regulator 2 [Source:RGD Symbol%3BAcc:1589072]
ENSRNOG00000023520	Cs	citrate synthase [Source:RGD Symbol%3BAcc:620330]
ENSRNOG00000056260	AABR07073270.1	--
ENSRNOG00000029571	Coq10a	coenzyme Q10A [Source:RGD Symbol%3BAcc:1562447]
ENSRNOG00000030597	Ankrd52	ankyrin repeat domain 52 [Source:RGD Symbol%3BAcc:1307124]
ENSRNOG00000060788	AABR07073270.3	--
ENSRNOG00000033361	Slc39a5	solute carrier family 39 member 5 [Source:RGD Symbol%3BAcc:1310322]
ENSRNOG00000023480	Nabp2	nucleic acid binding protein 2 [Source:RGD Symbol%3BAcc:1308158]
ENSRNOG00000059833	AABR07073270.2	--
ENSRNOG00000023456	Rnf41	ring finger protein 41 [Source:RGD Symbol%3BAcc:1309557]
ENSRNOG00000053801	AABR07073271.1	--
ENSRNOG00000031135	Smarcc2	SWI/SNF related%2C matrix associated%2C actin dependent regulator of chromatin%2C subfamily c%2C member 2 [Source:RGD Symbol%3BAcc:1597704]
ENSRNOG00000054140	Myl6	myosin light chain 6 [Source:RGD Symbol%3BAcc:1589019]
ENSRNOG00000028837	AC128207.1	--
ENSRNOG00000060753	Esyt1	extended synaptotagmin protein 1 [Source:RGD Symbol%3BAcc:3053]
ENSRNOG00000043026	Rps15-ps2	ribosomal protein S15%2C pseudogene 2 [Source:RGD Symbol%3BAcc:1587266]
ENSRNOG00000040281	Zc3h10	zinc finger CCCH type containing 10 [Source:RGD Symbol%3BAcc:1587846]
ENSRNOG00000042233	Rpl41	ribosomal protein L41 [Source:RGD Symbol%3BAcc:621210]
ENSRNOG00000004904	Pa2g4	proliferation-associated 2G4 [Source:RGD Symbol%3BAcc:1302994]
ENSRNOG00000004964	Erbb3	erb-b2 receptor tyrosine kinase 3 [Source:RGD Symbol%3BAcc:69323]
ENSRNOG00000005535	Ikzf4	IKAROS family zinc finger 4 [Source:RGD Symbol%3BAcc:2319157]
ENSRNOG00000005987	Suox	sulfite oxidase [Source:RGD Symbol%3BAcc:619994]
ENSRNOG00000006130	Rab5b	RAB5B%2C member RAS oncogene family [Source:RGD Symbol%3BAcc:1306489]
ENSRNOG00000006469	Cdk2	cyclin dependent kinase 2 [Source:RGD Symbol%3BAcc:70486]
ENSRNOG00000023085	Pmel	premelanosome protein [Source:RGD Symbol%3BAcc:1307513]
ENSRNOG00000022943	Dgka	diacylglycerol kinase%2C alpha [Source:RGD Symbol%3BAcc:70904]
ENSRNOG00000058130	Pym1	PYM homolog 1%2C exon junction complex associated factor [Source:RGD Symbol%3BAcc:1306096]
ENSRNOG00000006778	Mmp19	matrix metallopeptidase 19 [Source:RGD Symbol%3BAcc:1311376]
ENSRNOG00000006827	Tmem198b	transmembrane protein 198b [Source:RGD Symbol%3BAcc:1562342]
ENSRNOG00000006844	Dnajc14	DnaJ heat shock protein family (Hsp40) member C14 [Source:RGD Symbol%3BAcc:620489]
ENSRNOG00000030120	Ormdl2	ORMDL sphingolipid biosynthesis regulator 2 [Source:RGD Symbol%3BAcc:1305642]
ENSRNOG00000030520	Sarnp	SAP domain containing ribonucleoprotein [Source:RGD Symbol%3BAcc:1305692]
ENSRNOG00000007610	Gdf11	growth differentiation factor 11 [Source:RGD Symbol%3BAcc:2673]
ENSRNOG00000007650	Cd63	Cd63 molecule [Source:RGD Symbol%3BAcc:62080]
ENSRNOG00000053850	Rdh5	retinol dehydrogenase 5 [Source:RGD Symbol%3BAcc:1308849]
ENSRNOG00000007784	Bloc1s1	biogenesis of lysosomal organelles complex-1%2C subunit 1 [Source:RGD Symbol%3BAcc:1307564]
ENSRNOG00000007905	Itga7	integrin subunit alpha 7 [Source:RGD Symbol%3BAcc:71022]
ENSRNOG00000007927	Mettl7b	methyltransferase like 7B [Source:RGD Symbol%3BAcc:1305205]
ENSRNOG00000048675	Olr875	olfactory receptor 875 [Source:RGD Symbol%3BAcc:1333548]
ENSRNOG00000043299	Olr877	olfactory receptor 877 [Source:RGD Symbol%3BAcc:1333670]
ENSRNOG00000043334	Olr878	olfactory receptor 878 [Source:RGD Symbol%3BAcc:1332910]
ENSRNOG00000050691	LOC102546596	pre-mRNA-splicing factor CWC22 homolog [Source:RGD Symbol%3BAcc:7730159]
ENSRNOG00000043438	Olr879	olfactory receptor 879 [Source:RGD Symbol%3BAcc:1334413]
ENSRNOG00000042424	Olr880	olfactory receptor 880 [Source:RGD Symbol%3BAcc:1334056]
ENSRNOG00000043125	Olr881	olfactory receptor 881 [Source:RGD Symbol%3BAcc:1334220]
ENSRNOG00000057448	AABR07055453.1	--
ENSRNOG00000051887	AABR07055454.1	--
ENSRNOG00000047155	LOC100362926	olfactory receptor Olr910-like [Source:RGD Symbol%3BAcc:2323767]
ENSRNOG00000050939	LOC103689923	olfactory receptor 6C2-like [Source:RGD Symbol%3BAcc:9394109]
ENSRNOG00000048108	AABR07055482.1	--
ENSRNOG00000053774	AABR07055485.1	--
ENSRNOG00000056878	AABR07055492.1	--
ENSRNOG00000057418	AABR07055492.2	--
ENSRNOG00000033344	Olr889	olfactory receptor 889 [Source:RGD Symbol%3BAcc:1334433]
ENSRNOG00000002333	Olr982	olfactory receptor 982 [Source:RGD Symbol%3BAcc:1332643]
ENSRNOG00000049589	Olr984	olfactory receptor 984 [Source:RGD Symbol%3BAcc:1333196]
ENSRNOG00000046725	AABR07055506.1	--
ENSRNOG00000045896	AABR07055511.1	--
ENSRNOG00000051632	Olr984	olfactory receptor 984 [Source:RGD Symbol%3BAcc:1333196]
ENSRNOG00000039997	AABR07055527.1	--
ENSRNOG00000029961	Olr892	olfactory receptor 892 [Source:RGD Symbol%3BAcc:1334254]
ENSRNOG00000061448	Olr894	olfactory receptor 894 [Source:RGD Symbol%3BAcc:1332890]
ENSRNOG00000031510	Olr896	olfactory receptor 896 [Source:RGD Symbol%3BAcc:1334017]
ENSRNOG00000046110	Olr898	olfactory receptor 898 [Source:RGD Symbol%3BAcc:1334235]
ENSRNOG00000054865	Olr901	olfactory receptor 901 [Source:RGD Symbol%3BAcc:1334098]
ENSRNOG00000047956	Olr903	olfactory receptor 903 [Source:RGD Symbol%3BAcc:1333793]
ENSRNOG00000032529	AABR07055532.1	--
ENSRNOG00000048201	LOC100909435	olfactory receptor 6C3-like [Source:RGD Symbol%3BAcc:6503580]
ENSRNOG00000058125	AABR07055539.1	--
ENSRNOG00000048775	Olr917	olfactory receptor 917 [Source:RGD Symbol%3BAcc:1333104]
ENSRNOG00000060768	AABR07055539.2	--
ENSRNOG00000056345	Rn50_7_0058.1	--
ENSRNOG00000050851	Olr883	olfactory receptor 883 [Source:RGD Symbol%3BAcc:1332891]
ENSRNOG00000059782	AABR07055544.1	--
ENSRNOG00000049883	AABR07055547.1	--
ENSRNOG00000052589	AABR07055548.1	--
ENSRNOG00000029097	Olr886	olfactory receptor 886 [Source:RGD Symbol%3BAcc:1332824]
ENSRNOG00000060993	AABR07055562.1	--
ENSRNOG00000050845	Olr1007	olfactory receptor 1007 [Source:RGD Symbol%3BAcc:1334418]
ENSRNOG00000032428	Olr1006	olfactory receptor 1006 [Source:RGD Symbol%3BAcc:1333022]
ENSRNOG00000048677	Rn50_7_0063.1	--
ENSRNOG00000059341	Rn50_7_0063.2	--
ENSRNOG00000046978	Olr1002	olfactory receptor 1002 [Source:RGD Symbol%3BAcc:1333549]
ENSRNOG00000046778	AC108635.1	--
ENSRNOG00000047993	Olr997-ps	olfactory receptor pseudogene 997 [Source:RGD Symbol%3BAcc:1332898]
ENSRNOG00000054407	AC108635.2	--
ENSRNOG00000047710	Olr962	olfactory receptor 962 [Source:RGD Symbol%3BAcc:1332970]
ENSRNOG00000057263	Olr959	olfactory receptor 959 [Source:RGD Symbol%3BAcc:1333555]
ENSRNOG00000053663	Olr956	olfactory receptor 956 [Source:RGD Symbol%3BAcc:1334430]
ENSRNOG00000056595	LOC100911571	olfactory receptor 6C2-like [Source:RGD Symbol%3BAcc:6491887]
ENSRNOG00000047030	AABR07055600.1	--
ENSRNOG00000047818	Olr964	olfactory receptor 964 [Source:RGD Symbol%3BAcc:1333014]
ENSRNOG00000059839	Olr960	olfactory receptor 960 [Source:RGD Symbol%3BAcc:1333511]
ENSRNOG00000054207	Olr1012	olfactory receptor 1012 [Source:RGD Symbol%3BAcc:1332702]
ENSRNOG00000003347	Olr1016	olfactory receptor 1016 [Source:RGD Symbol%3BAcc:1332909]
ENSRNOG00000050212	AABR07055631.1	--
ENSRNOG00000049559	Olr1020	olfactory receptor 1020 [Source:RGD Symbol%3BAcc:1333194]
ENSRNOG00000060866	Olr947	olfactory receptor 947 [Source:RGD Symbol%3BAcc:1334110]
ENSRNOG00000048637	AABR07055660.1	--
ENSRNOG00000058884	AABR07055661.1	--
ENSRNOG00000025369	AABR07055668.1	--
ENSRNOG00000032325	Olr950	olfactory receptor 950 [Source:RGD Symbol%3BAcc:1332976]
ENSRNOG00000048102	AABR07055673.1	--
ENSRNOG00000047357	Olr1029	olfactory receptor 1029 [Source:RGD Symbol%3BAcc:1333243]
ENSRNOG00000050255	AABR07055682.2	--
ENSRNOG00000025340	AABR07055682.1	--
ENSRNOG00000043382	Olfr798	olfactory receptor 798 [Source:MGI Symbol%3BAcc:MGI:3030632]
ENSRNOG00000046372	Olr1049	olfactory receptor 1049 [Source:RGD Symbol%3BAcc:1333072]
ENSRNOG00000053354	AABR07055717.1	--
ENSRNOG00000053396	AABR07055718.1	--
ENSRNOG00000046083	AABR07055726.1	--
ENSRNOG00000032682	AABR07055728.1	--
ENSRNOG00000060646	AABR07055733.1	--
ENSRNOG00000059562	AABR07055737.1	--
ENSRNOG00000056318	AABR07055738.1	--
ENSRNOG00000049098	Olr937	olfactory receptor 937 [Source:RGD Symbol%3BAcc:1334317]
ENSRNOG00000030254	AABR07055747.1	--
ENSRNOG00000054122	Olr1058	olfactory receptor 1058 [Source:RGD Symbol%3BAcc:1332810]
ENSRNOG00000052978	LOC103690258	olfactory receptor 6C6-like [Source:RGD Symbol%3BAcc:9246604]
ENSRNOG00000031181	Olr1060	olfactory receptor 1060 [Source:RGD Symbol%3BAcc:1333635]
ENSRNOG00000048023	Olr1061	olfactory receptor 1061 [Source:RGD Symbol%3BAcc:1333516]
ENSRNOG00000046346	Olr1063	olfactory receptor 1063 [Source:RGD Symbol%3BAcc:1332732]
ENSRNOG00000008499	Olr1064	olfactory receptor 1064 [Source:RGD Symbol%3BAcc:1332775]
ENSRNOG00000049157	Olr1065	olfactory receptor 1065 [Source:RGD Symbol%3BAcc:1332908]
ENSRNOG00000045610	--	--
ENSRNOG00000049897	Olr1067	olfactory receptor 1067 [Source:RGD Symbol%3BAcc:1332593]
ENSRNOG00000050013	Olr1068	olfactory receptor 1068 [Source:RGD Symbol%3BAcc:1333726]
ENSRNOG00000033263	Olr1069	olfactory receptor 1069 [Source:RGD Symbol%3BAcc:1334178]
ENSRNOG00000008476	Olr1070	olfactory receptor 1070 [Source:RGD Symbol%3BAcc:1333055]
ENSRNOG00000048091	AC121443.1	--
ENSRNOG00000008464	Olr1071	olfactory receptor 1071 [Source:RGD Symbol%3BAcc:1334409]
ENSRNOG00000008460	Olr1072	olfactory receptor 1072 [Source:RGD Symbol%3BAcc:1333941]
ENSRNOG00000008449	Neurod4	neuronal differentiation 4 [Source:RGD Symbol%3BAcc:1310434]
ENSRNOG00000051213	Rn50_7_0099.2	--
ENSRNOG00000051152	LOC102549817	zinc finger protein 124-like [Source:RGD Symbol%3BAcc:7645610]
ENSRNOG00000033583	LOC100910577	zinc finger protein 709-like [Source:RGD Symbol%3BAcc:6497573]
ENSRNOG00000031216	Zfp347	zinc finger protein 347 [Source:RGD Symbol%3BAcc:620185]
ENSRNOG00000056930	AABR07055788.1	--
ENSRNOG00000008398	AABR07055789.1	--
ENSRNOG00000046029	AABR07055792.1	--
ENSRNOG00000060675	AABR07055801.1	--
ENSRNOG00000047335	AABR07055805.1	--
ENSRNOG00000055912	AABR07055812.1	--
ENSRNOG00000048910	Zfp709l1	zinc finger protein 709-like 1 [Source:RGD Symbol%3BAcc:1596088]
ENSRNOG00000048864	LOC100909526	zinc finger protein 709-like [Source:RGD Symbol%3BAcc:6503429]
ENSRNOG00000054392	AABR07055826.1	--
ENSRNOG00000059620	AABR07055827.1	--
ENSRNOG00000021900	AABR07055834.1	--
ENSRNOG00000043289	LOC100125368	zinc finger protein LOC100125368 [Source:RGD Symbol%3BAcc:1642422]
ENSRNOG00000006759	Ankrd24	ankyrin repeat domain 24 [Source:RGD Symbol%3BAcc:1311385]
ENSRNOG00000006393	Sirt6	sirtuin 6 [Source:RGD Symbol%3BAcc:1305216]
ENSRNOG00000006350	Tle6	transducin-like enhancer of split 6 [Source:RGD Symbol%3BAcc:1561530]
ENSRNOG00000005874	Tle2	transducin-like enhancer of split 2 [Source:RGD Symbol%3BAcc:1306665]
ENSRNOG00000052025	Aes	amino-terminal enhancer of split [Source:RGD Symbol%3BAcc:2731]
ENSRNOG00000005446	Gna11	guanine nucleotide binding protein%2C alpha 11 [Source:RGD Symbol%3BAcc:619749]
ENSRNOG00000005378	Gna15	guanine nucleotide binding protein%2C alpha 15 [Source:RGD Symbol%3BAcc:619751]
ENSRNOG00000049325	AC127191.1	--
ENSRNOG00000005370	S1pr4	sphingosine-1-phosphate receptor 4 [Source:RGD Symbol%3BAcc:1304801]
ENSRNOG00000004793	Ncln	nicalin [Source:RGD Symbol%3BAcc:1309355]
ENSRNOG00000004695	Celf5	CUGBP%2C Elav-like family member 5 [Source:RGD Symbol%3BAcc:1565016]
ENSRNOG00000004505	Nfic	nuclear factor I/C [Source:RGD Symbol%3BAcc:62016]
ENSRNOG00000053040	AC094643.2	--
ENSRNOG00000048878	Smim24	small integral membrane protein 24 [Source:RGD Symbol%3BAcc:2324237]
ENSRNOG00000004259	Dohh	deoxyhypusine hydroxylase/monooxygenase [Source:RGD Symbol%3BAcc:1304783]
ENSRNOG00000059661	AC094643.3	--
ENSRNOG00000004169	Fzr1	fizzy/cell division cycle 20 related 1 [Source:RGD Symbol%3BAcc:1308713]
ENSRNOG00000039861	LOC690617	hypothetical protein LOC690617 [Source:RGD Symbol%3BAcc:1593449]
ENSRNOG00000039858	Mfsd12	major facilitator superfamily domain containing 12 [Source:RGD Symbol%3BAcc:1307722]
ENSRNOG00000020601	Hmg20b	high mobility group 20 B [Source:RGD Symbol%3BAcc:1309235]
ENSRNOG00000020593	Gipc3	GIPC PDZ domain containing family%2C member 3 [Source:RGD Symbol%3BAcc:1563255]
ENSRNOG00000020585	Tbxa2r	thromboxane A2 receptor [Source:RGD Symbol%3BAcc:3825]
ENSRNOG00000039852	Cactin	cactin%2C spliceosome C complex subunit [Source:RGD Symbol%3BAcc:1563634]
ENSRNOG00000020577	Pip5k1c	phosphatidylinositol-4-phosphate 5-kinase type 1 gamma [Source:RGD Symbol%3BAcc:1309938]
ENSRNOG00000020501	Tjp3	tight junction protein 3 [Source:RGD Symbol%3BAcc:1309247]
ENSRNOG00000020466	Apba3	amyloid beta precursor protein binding family A member 3 [Source:RGD Symbol%3BAcc:620846]
ENSRNOG00000049731	AC094643.1	--
ENSRNOG00000020464	Mrpl54	mitochondrial ribosomal protein L54 [Source:RGD Symbol%3BAcc:1305694]
ENSRNOG00000020431	Matk	megakaryocyte-associated tyrosine kinase [Source:RGD Symbol%3BAcc:69058]
ENSRNOG00000020416	Zfr2	zinc finger RNA binding protein 2 [Source:RGD Symbol%3BAcc:1304737]
ENSRNOG00000020407	Atcay	ataxia%2C cerebellar%2C Cayman type [Source:RGD Symbol%3BAcc:1309312]
ENSRNOG00000042897	Nmrk2	nicotinamide riboside kinase 2 [Source:RGD Symbol%3BAcc:6486791]
ENSRNOG00000020383	Dapk3	death-associated protein kinase 3 [Source:RGD Symbol%3BAcc:621766]
ENSRNOG00000020266	Eef2	eukaryotic translation elongation factor 2 [Source:RGD Symbol%3BAcc:61979]
ENSRNOG00000060818	AC120292.1	--
ENSRNOG00000020230	Pias4	protein inhibitor of activated STAT%2C 4 [Source:RGD Symbol%3BAcc:1308737]
ENSRNOG00000020161	Zbtb7a	zinc finger and BTB domain containing 7a [Source:RGD Symbol%3BAcc:620946]
ENSRNOG00000020005	Map2k2	mitogen activated protein kinase kinase 2 [Source:RGD Symbol%3BAcc:61888]
ENSRNOG00000032202	Creb3l3	cAMP responsive element binding protein 3-like 3 [Source:RGD Symbol%3BAcc:1308152]
ENSRNOG00000019924	Thop1	thimet oligopeptidase 1 [Source:RGD Symbol%3BAcc:68330]
ENSRNOG00000019891	Sgta	small glutamine rich tetratricopeptide repeat containing alpha [Source:RGD Symbol%3BAcc:620815]
ENSRNOG00000045524	Slc39a3	solute carrier family 39 member 3 [Source:RGD Symbol%3BAcc:1310863]
ENSRNOG00000029738	Diras1	DIRAS family GTPase 1 [Source:RGD Symbol%3BAcc:1310445]
ENSRNOG00000019857	Gng7	G protein subunit gamma 7 [Source:RGD Symbol%3BAcc:61860]
ENSRNOG00000019822	Gadd45b	growth arrest and DNA-damage-inducible%2C beta [Source:RGD Symbol%3BAcc:1309080]
ENSRNOG00000025742	Lmnb2	lamin B2 [Source:RGD Symbol%3BAcc:1563803]
ENSRNOG00000019682	Timm13	translocase of inner mitochondrial membrane 13 [Source:RGD Symbol%3BAcc:628845]
ENSRNOG00000032429	Tmprss9	transmembrane protease%2C serine 9 [Source:RGD Symbol%3BAcc:1309581]
ENSRNOG00000057881	Sppl2b	signal peptide peptidase-like 2B [Source:RGD Symbol%3BAcc:1308556]
ENSRNOG00000019552	Lsm7	LSM7 homolog%2C U6 small nuclear RNA and mRNA degradation associated [Source:RGD Symbol%3BAcc:1305354]
ENSRNOG00000032569	Lingo3	leucine rich repeat and Ig domain containing 3 [Source:RGD Symbol%3BAcc:1592209]
ENSRNOG00000019459	Oaz1	ornithine decarboxylase antizyme 1 [Source:RGD Symbol%3BAcc:3219]
ENSRNOG00000032951	Jsrp1	junctional sarcoplasmic reticulum protein 1 [Source:RGD Symbol%3BAcc:1596084]
ENSRNOG00000019377	Amh	anti-Mullerian hormone [Source:RGD Symbol%3BAcc:2108]
ENSRNOG00000019349	Sf3a2	splicing factor 3a%2C subunit 2 [Source:RGD Symbol%3BAcc:1308627]
ENSRNOG00000019247	Plekhj1	pleckstrin homology domain containing J1 [Source:RGD Symbol%3BAcc:1307213]
ENSRNOG00000032546	Dot1l	DOT1 like histone lysine methyltransferase [Source:RGD Symbol%3BAcc:1306644]
ENSRNOG00000018977	Ap3d1	adaptor-related protein complex 3%2C delta 1 subunit [Source:RGD Symbol%3BAcc:1308659]
ENSRNOG00000031950	Izumo4	IZUMO family member 4 [Source:RGD Symbol%3BAcc:1564722]
ENSRNOG00000018971	Mob3a	MOB kinase activator 3A [Source:RGD Symbol%3BAcc:1308187]
ENSRNOG00000029028	Mknk2	MAP kinase-interacting serine/threonine kinase 2 [Source:RGD Symbol%3BAcc:1305728]
ENSRNOG00000018788	Btbd2	BTB domain containing 2 [Source:RGD Symbol%3BAcc:1566094]
ENSRNOG00000018529	Csnk1g2	casein kinase 1%2C gamma 2 [Source:RGD Symbol%3BAcc:621407]
ENSRNOG00000018271	Scamp4	secretory carrier membrane protein 4 [Source:RGD Symbol%3BAcc:68354]
ENSRNOG00000060500	AC098115.1	--
ENSRNOG00000018212	Abhd17a	abhydrolase domain containing 17A [Source:RGD Symbol%3BAcc:1359682]
ENSRNOG00000033694	Klf16	Kruppel-like factor 16 [Source:RGD Symbol%3BAcc:1305966]
ENSRNOG00000017916	Rexo1	REX1%2C RNA exonuclease 1 homolog [Source:RGD Symbol%3BAcc:1309872]
ENSRNOG00000024975	Atp8b3	ATPase phospholipid transporting 8B3 [Source:RGD Symbol%3BAcc:1307622]
ENSRNOG00000059889	Onecut3	one cut domain%2C family member 3 [Source:MGI Symbol%3BAcc:MGI:1891409]
ENSRNOG00000061721	AC120291.5	--
ENSRNOG00000051499	Tcf3	transcription factor 3 [Source:RGD Symbol%3BAcc:620914]
ENSRNOG00000016952	Uqcr11	ubiquinol-cytochrome c reductase%2C complex III subunit XI [Source:RGD Symbol%3BAcc:1590985]
ENSRNOG00000028956	Mbd3	methyl-CpG binding domain protein 3 [Source:RGD Symbol%3BAcc:1307389]
ENSRNOG00000030830	Mex3d	mex-3 RNA binding family member D [Source:RGD Symbol%3BAcc:1310576]
ENSRNOG00000041648	AC120291.1	--
ENSRNOG00000034102	Plk5	polo-like kinase 5 [Source:RGD Symbol%3BAcc:1305038]
ENSRNOG00000046047	AC120291.2	--
ENSRNOG00000033787	Adamtsl5	ADAMTS-like 5 [Source:RGD Symbol%3BAcc:1305607]
ENSRNOG00000048204	AC120291.3	--
ENSRNOG00000033262	Reep6	receptor accessory protein 6 [Source:RGD Symbol%3BAcc:1309508]
ENSRNOG00000016405	Pcsk4	proprotein convertase subtilisin/kexin type 4 [Source:RGD Symbol%3BAcc:620325]
ENSRNOG00000016399	RGD1359127	similar to RIKEN cDNA 2310011J03 [Source:RGD Symbol%3BAcc:1359127]
ENSRNOG00000033791	Apc2	adenomatosis polyposis coli 2 [Source:RGD Symbol%3BAcc:1308256]
ENSRNOG00000024603	Rps15	ribosomal protein S15 [Source:RGD Symbol%3BAcc:62026]
ENSRNOG00000031387	Dazap1	DAZ associated protein 1 [Source:RGD Symbol%3BAcc:1305280]
ENSRNOG00000024577	Gamt	guanidinoacetate N-methyltransferase [Source:RGD Symbol%3BAcc:2659]
ENSRNOG00000024568	Ndufs7	NADH dehydrogenase (ubiquinone) Fe-S protein 7 [Source:RGD Symbol%3BAcc:1310013]
ENSRNOG00000024549	Mum1	melanoma associated antigen (mutated) 1 [Source:RGD Symbol%3BAcc:1308340]
ENSRNOG00000016203	Efna2	ephrin A2 [Source:RGD Symbol%3BAcc:620389]
ENSRNOG00000016193	RGD1562114	RGD1562114 [Source:RGD Symbol%3BAcc:1562114]
ENSRNOG00000015999	Cirbp	cold inducible RNA binding protein [Source:RGD Symbol%3BAcc:620756]
ENSRNOG00000015434	Midn	midnolin [Source:RGD Symbol%3BAcc:1309629]
ENSRNOG00000014625	Atp5d	ATP synthase%2C H+ transporting%2C mitochondrial F1 complex%2C delta subunit [Source:RGD Symbol%3BAcc:621372]
ENSRNOG00000024349	Cbarp	CACN beta subunit associated regulatory protein [Source:RGD Symbol%3BAcc:1307185]
ENSRNOG00000014287	Stk11	serine/threonine kinase 11 [Source:RGD Symbol%3BAcc:1308653]
ENSRNOG00000013987	Sbno2	strawberry notch homolog 2 (Drosophila) [Source:RGD Symbol%3BAcc:1307194]
ENSRNOG00000013604	Gpx4	glutathione peroxidase 4 [Source:RGD Symbol%3BAcc:69226]
ENSRNOG00000013545	Polr2e	polymerase (RNA) II subunit E [Source:RGD Symbol%3BAcc:1589817]
ENSRNOG00000013220	Hmha1	histocompatibility (minor) HA-1 [Source:RGD Symbol%3BAcc:1308662]
ENSRNOG00000011315	Med16	mediator complex subunit 16 [Source:RGD Symbol%3BAcc:1308001]
ENSRNOG00000012379	Wdr18	WD repeat domain 18 [Source:RGD Symbol%3BAcc:1310646]
ENSRNOG00000026435	Arid3a	AT-rich interaction domain 3A [Source:RGD Symbol%3BAcc:1305299]
ENSRNOG00000011954	Kiss1r	KISS1 receptor [Source:RGD Symbol%3BAcc:70930]
ENSRNOG00000011489	R3hdm4	R3H domain containing 4 [Source:RGD Symbol%3BAcc:1307067]
ENSRNOG00000052058	AABR07055844.1	--
ENSRNOG00000033564	Cfd	complement factor D [Source:RGD Symbol%3BAcc:2498]
ENSRNOG00000033685	Elane	elastase%2C neutrophil expressed [Source:RGD Symbol%3BAcc:1307968]
ENSRNOG00000029814	Prtn3	proteinase 3 [Source:RGD Symbol%3BAcc:1304898]
ENSRNOG00000027940	Plppr3	phospholipid phosphatase related 3 [Source:RGD Symbol%3BAcc:727823]
ENSRNOG00000047196	AABR07055846.1	--
ENSRNOG00000010448	Ptbp1	polypyrimidine tract binding protein 1 [Source:RGD Symbol%3BAcc:62047]
ENSRNOG00000010423	Misp	mitotic spindle positioning [Source:RGD Symbol%3BAcc:1595680]
ENSRNOG00000009760	Palm	paralemmin [Source:RGD Symbol%3BAcc:620341]
ENSRNOG00000012939	Abca7	ATP binding cassette subfamily A member 7 [Source:RGD Symbol%3BAcc:1303134]
ENSRNOG00000012562	Grin3b	glutamate ionotropic receptor NMDA type subunit 3B [Source:RGD Symbol%3BAcc:621705]
ENSRNOG00000012808	Tmem259	transmembrane protein 259 [Source:RGD Symbol%3BAcc:1311136]
ENSRNOG00000061260	AABR07055848.1	--
ENSRNOG00000043044	Cnn2	calponin 2 [Source:RGD Symbol%3BAcc:1589807]
ENSRNOG00000025293	Prss57	protease%2C serine%2C 57 [Source:RGD Symbol%3BAcc:1303330]
ENSRNOG00000009311	Fstl3	follistatin like 3 [Source:RGD Symbol%3BAcc:621811]
ENSRNOG00000009028	Rnf126	ring finger protein 126 [Source:RGD Symbol%3BAcc:1306011]
ENSRNOG00000008960	Fgf22	fibroblast growth factor 22 [Source:RGD Symbol%3BAcc:620177]
ENSRNOG00000024879	Polrmt	polymerase (RNA) mitochondrial [Source:RGD Symbol%3BAcc:1304599]
ENSRNOG00000008831	Hcn2	hyperpolarization activated cyclic nucleotide-gated potassium channel 2 [Source:RGD Symbol%3BAcc:620689]
ENSRNOG00000008414	Bsg	basigin [Source:RGD Symbol%3BAcc:2220]
ENSRNOG00000030530	Gzmm	granzyme M [Source:RGD Symbol%3BAcc:620022]
